[2025-01-09 21:08:20,459 - 139801511589568]  MessageRouter - DEBUG: Message added to duplicate tracker: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:u-x6o8ySG0sC
[2025-01-09 21:08:20,460 - 139801511589568]  MessageRouter - INFO: Sending message FetchScholarlyData_398 to incoming queue with priority 101.
[2025-01-09 21:08:20,462 - 139801503196864]  MessageRouter - INFO: Waiting 0.00 seconds for FetchScholarlyData_399 (delta: 0.00)...
[2025-01-09 21:08:20,463 - 139801503196864]  MessageRouter - DEBUG: Incremented message Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:2osOgNQ5qMEC depth to: 2
[2025-01-09 21:08:20,463 - 139801503196864]  MessageRouter - DEBUG: Message added to duplicate tracker: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:2osOgNQ5qMEC
[2025-01-09 21:08:20,464 - 139801503196864]  MessageRouter - INFO: Sending message FetchScholarlyData_399 to incoming queue with priority 101.
[2025-01-09 21:08:20,464 - 139801511589568]  MasterPriorityQueue - DEBUG: Preparing to send message: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:u-x6o8ySG0sC with priority tuple: (2, 101, -1736453300.45847)
[2025-01-09 21:08:20,465 - 139801511589568]  MasterPriorityQueue - INFO: Process message sent: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:u-x6o8ySG0sC with priority 101 (depth: 2, timestamp: 2025-01-09 21:08:20.458470)
[2025-01-09 21:08:20,466 - 139801503196864]  MasterPriorityQueue - DEBUG: Preparing to send message: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:2osOgNQ5qMEC with priority tuple: (2, 101, -1736453300.462152)
[2025-01-09 21:08:20,466 - 139801503196864]  MasterPriorityQueue - INFO: Process message sent: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:2osOgNQ5qMEC with priority 101 (depth: 2, timestamp: 2025-01-09 21:08:20.462152)
[2025-01-09 21:08:20,468 - 139801503196864]  MessageRouter - INFO: Waiting 0.00 seconds for FetchScholarlyData_400 (delta: -0.00)...
[2025-01-09 21:08:20,469 - 139801503196864]  MessageRouter - DEBUG: Incremented message Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:d1gkVwhDpl0C depth to: 2
[2025-01-09 21:08:20,470 - 139801503196864]  MessageRouter - DEBUG: Message added to duplicate tracker: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:d1gkVwhDpl0C
[2025-01-09 21:08:20,470 - 139801503196864]  MessageRouter - INFO: Sending message FetchScholarlyData_400 to incoming queue with priority 101.
[2025-01-09 21:08:20,472 - 139801511589568]  MessageRouter - INFO: Waiting 0.00 seconds for FetchScholarlyData_401 (delta: -0.00)...
[2025-01-09 21:08:20,472 - 139801511589568]  MessageRouter - DEBUG: Incremented message Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:UeHWp8X0CEIC depth to: 2
[2025-01-09 21:08:20,472 - 139801511589568]  MessageRouter - DEBUG: Message added to duplicate tracker: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:UeHWp8X0CEIC
[2025-01-09 21:08:20,473 - 139801511589568]  MessageRouter - INFO: Sending message FetchScholarlyData_401 to incoming queue with priority 101.
[2025-01-09 21:08:20,474 - 139801503196864]  MasterPriorityQueue - DEBUG: Preparing to send message: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:d1gkVwhDpl0C with priority tuple: (2, 101, -1736453300.468356)
[2025-01-09 21:08:20,474 - 139801503196864]  MasterPriorityQueue - INFO: Process message sent: Message Type: FetchScholarlyData, Expected ID: gpwgJZkAAAAJ:d1gkVwhDpl0C with priority 101 (depth: 2, timestamp: 2025-01-09 21:08:20.468356)
